"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2020-05-13,2020-08-06,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-08,2019-03-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-01-10,2019-02-08,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-10,2019-01-14,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-29,2020-02-15,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-11,2019-01-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-29,2020-01-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-29,2020-01-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-29,2020-01-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-11,2019-01-18,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-29,2020-02-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-17,2019-06-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-06,2019-05-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-02,2019-05-15,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-31,2020-02-04,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-10,2020-03-24,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-06-13,2020-06-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-20,2019-07-17,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-13,2019-01-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-06,2020-02-08,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-06,2020-03-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-17,2019-12-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-01-14,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-14,2019-01-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-14,2019-01-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-15,2019-07-11,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-12-26,2020-01-16,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-07-22,2019-08-08,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-07-30,2020-01-31,"White","Unknown","Parole",NA,NA,"Unknown"
2020-02-07,2020-02-11,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-16,2019-01-29,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-27,2020-02-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-16,2019-01-24,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-04-11,2020-07-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-16,2019-01-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-22,2019-09-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-22,2019-07-24,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-01-16,2019-02-16,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-02-11,2020-02-14,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-23,2020-01-31,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-04-19,2020-06-17,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-17,2019-03-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-12,2019-04-24,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-13,2020-02-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-09,2019-10-01,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-24,2019-07-25,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-13,2020-02-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-17,2019-02-06,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-14,2020-02-20,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-18,2019-01-19,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-17,2019-09-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-18,2019-02-01,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-18,2019-01-25,"White","Unknown","Sentenced",NA,NA,"Unknown"
2020-02-04,2020-03-29,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-02-18,2020-02-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-11,2020-02-21,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-01-19,2019-01-21,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-21,2020-07-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-21,2020-03-16,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-24,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-23,2020-02-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-18,2019-05-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-07,2020-12-09,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-02-25,2020-03-17,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-09,2019-08-17,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-01-22,2019-01-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-26,2020-02-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-23,2019-01-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-27,2020-02-28,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-09,2019-01-25,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-01-24,2019-01-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-15,2019-08-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-08,2019-08-17,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-18,2020-01-28,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-03-04,2020-05-27,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-07-02,2019-10-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-24,2019-02-02,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-03,2020-06-03,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-29,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-04,2020-03-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-25,2019-05-10,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-25,2019-03-21,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-05,2020-09-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-17,2020-03-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-14,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-26,2019-02-08,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-15,2019-02-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-15,2020-09-25,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-15,2020-09-22,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-10,2020-04-04,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-28,2019-02-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-28,2019-02-01,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-01-28,2019-01-30,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-17,2019-01-28,"Other","Unknown","Unknown",NA,NA,"Unknown"
2020-10-23,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-04,2019-03-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-13,2020-11-30,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2020-01-22,2020-03-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-29,2019-02-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-20,2019-08-28,"White","Unknown","Unknown",NA,NA,"Unknown"
2020-03-17,2020-04-01,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-17,2020-04-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-17,2020-03-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-12-14,2020-12-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-03-20,2020-04-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-06,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-21,2020-04-01,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-10,2019-04-22,"Black","Unknown","Unknown",NA,NA,"Unknown"
2019-06-20,2019-06-29,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-11-12,2020-01-10,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-16,2019-12-14,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-10-28,2020-11-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-05,2020-09-05,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-24,2019-04-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-18,2019-06-07,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-04-08,2020-04-28,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-13,2019-07-25,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-15,2019-05-18,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-14,2019-09-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-02,2019-02-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-21,2020-12-25,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-05-01,2020-06-04,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-03,2019-02-04,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-03,2019-02-06,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-22,2019-05-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-04,2019-02-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-04-23,2020-09-14,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-04,2019-02-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-04,2019-02-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-05,2019-02-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-04-29,2020-05-13,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-05,2019-02-07,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-13,2019-12-24,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-01-12,2019-05-23,"White","Unknown","Parole",NA,NA,"Unknown"
2019-12-09,2020-02-20,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-02-06,2019-02-15,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-03-14,2019-03-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-06,2019-02-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-04,2020-05-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-15,2019-03-16,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-02-07,2019-02-21,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-07,2019-02-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-18,2020-11-21,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-07-09,2019-10-17,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-05-14,2020-05-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-29,2019-11-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-10,2019-11-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-09,2019-02-12,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-02-27,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-21,2020-04-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-05-17,2020-05-21,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-19,2020-10-01,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-02-11,2019-02-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-11,2019-03-14,"Asian","Unknown","Parole",NA,NA,"Unknown"
2020-05-21,2020-05-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-11,2019-02-15,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-21,2020-07-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-15,2019-05-10,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-12,2019-03-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-03,2019-08-01,"White","Unknown","Parole",NA,NA,"Unknown"
2019-02-13,2019-02-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-26,2020-06-04,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-14,2020-12-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-04,2020-12-03,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-13,2019-06-18,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-29,2020-05-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-30,2020-06-12,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-14,2019-02-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-30,2019-11-05,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-14,2019-03-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-05,2020-07-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-06-05,2020-06-07,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-15,2019-03-19,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-05-31,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-14,2019-11-14,"White","Unknown","Parole",NA,NA,"Unknown"
2020-01-13,2020-03-22,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-02-15,2019-02-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-15,2019-05-16,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-03-03,2020-03-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-04-08,2019-04-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-14,2019-02-21,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-16,2019-02-18,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-06,2019-07-18,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-06-15,2020-06-17,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-14,2019-06-25,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-24,2020-04-15,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-02-17,2019-02-19,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-13,2019-04-10,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-06-22,2020-07-03,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-22,2019-06-03,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-06-22,2020-07-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-01,2019-03-06,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-08,2019-10-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-18,2019-05-10,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-20,2019-03-12,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-06-29,2020-09-15,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-22,2020-10-16,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-20,2019-02-26,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-20,2019-03-09,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-07,2020-11-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-10,2019-07-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-07-02,2020-07-07,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-21,2019-04-09,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-05-02,2019-07-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-03-30,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-06,2019-04-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-03-23,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-03-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-06,2019-04-10,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-02,2020-01-09,"Other","Unknown","Unknown",NA,NA,"Unknown"
2019-02-24,2019-02-26,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-07,2019-05-24,"White","Unknown","Parole",NA,NA,"Unknown"
2020-07-15,2020-07-24,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-15,2020-07-18,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-31,2020-03-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-09-16,2019-09-21,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-26,2019-02-28,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-20,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-09-23,2019-10-22,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-27,2019-05-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-27,2019-03-02,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-07,2020-02-05,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-02-28,2019-03-01,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-28,2019-03-13,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-12,2019-05-21,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-07-25,2020-09-10,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-02-28,2019-05-02,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-08-14,2019-11-25,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-28,2019-06-27,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-07-29,2020-07-30,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-01,2019-03-03,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-26,2019-05-03,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-20,2019-09-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-01,2019-05-09,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-03-01,2019-03-13,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-01-25,2019-02-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-01,2019-03-29,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-06,2020-02-22,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-01-08,2019-02-13,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-06-19,2019-06-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-07-28,2020-09-03,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-03-26,2020-04-11,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-22,2019-06-06,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-23,2020-02-19,"Other","Unknown","Parole",NA,NA,"Unknown"
2020-08-04,2020-08-07,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-28,2019-07-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-02,2019-03-15,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-29,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-26,2020-04-23,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-05,2020-11-28,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-09-18,2019-11-23,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-03-04,2019-03-05,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-05,2019-04-02,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-03-05,2019-04-04,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-07,2019-11-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-05,2019-03-07,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-06,NA,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-26,2019-06-15,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-07,2019-03-21,"Asian","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-11,2020-03-17,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-07,2019-03-24,"Unknown","Unknown","Pretrial",NA,NA,"Unknown"
2020-11-21,2020-11-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-06,2020-07-16,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-07,2019-03-22,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-07,NA,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-01,2019-07-26,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-20,2020-03-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-08-21,NA,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-05,2020-01-02,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-11-01,2019-11-09,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-09,2019-03-28,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-09,2019-03-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-09,2019-03-19,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-09,2019-04-02,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-11-06,2020-01-25,"Other","Unknown","Parole",NA,NA,"Unknown"
2019-03-10,2019-03-28,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-09-19,2019-10-02,"White","Unknown","Parole",NA,NA,"Unknown"
2020-01-20,2020-02-05,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-01-18,2019-05-03,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-08-05,2019-08-07,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-03-15,2019-03-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-01,2019-10-30,"Other","Unknown","Sentenced",NA,NA,"Unknown"
2019-03-12,2019-03-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-12,2019-03-14,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-18,2020-10-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-07-27,2019-09-14,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-13,2019-07-09,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-14,2019-04-17,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-14,2019-03-30,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-27,2020-02-11,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-03-14,2019-03-19,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-14,2019-03-21,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-14,2019-03-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-03-03,2020-04-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-22,2019-03-20,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-10-16,NA,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-07-05,2019-12-30,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-05,2019-08-10,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-15,2020-03-08,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-15,2019-04-05,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-07-05,2019-08-29,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-02-19,2019-02-27,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2020-01-25,2020-01-28,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-15,2019-05-03,"White","Unknown","Parole",NA,NA,"Unknown"
2019-07-06,2019-07-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-21,2019-11-05,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-09-07,2020-09-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-10,2019-12-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-05,2020-09-30,"Black","Unknown","Parole",NA,NA,"Unknown"
2020-01-14,2020-07-16,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-08,2019-11-25,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-27,2019-08-28,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-11-26,2019-12-14,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-02-27,2020-04-22,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-07-09,2019-07-11,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-20,2019-03-22,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-06-07,2020-01-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-10-22,2019-11-07,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-21,2019-03-23,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-02-07,2019-03-13,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-05-14,2020-05-23,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-21,2019-04-02,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-22,2019-04-04,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-16,2020-09-23,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-22,2019-03-30,"White","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-16,2020-10-02,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-18,2020-09-20,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-08-12,2019-08-24,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-03-24,2019-04-06,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-12-20,2020-01-17,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-08,2019-06-01,"Black","Unknown","Parole",NA,NA,"Unknown"
2019-04-05,2019-04-17,"White","Unknown","Pretrial",NA,NA,"Unknown"
2019-05-15,2019-07-09,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-25,2019-04-06,"Other","Unknown","Pretrial",NA,NA,"Unknown"
2019-03-25,2019-03-27,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2019-04-03,2019-11-25,"Black","Unknown","Sentenced",NA,NA,"Unknown"
2019-12-16,2019-12-31,"Black","Unknown","Pretrial",NA,NA,"Unknown"
2020-09-22,2020-10-15,"White","Unknown","Pretrial",NA,NA,"Unknown"
